CV File,Category,Education,Top Skills
./data\DIGITAL-MEDIA\29002596.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \nelectrical engineering\n \nboston university\n \ncity\n \n  \nstate\ninterests\nrecreational sports and fitness\nreading and travel\nfairport soccer club   team manager\nfairport high school girls soccer and girls lacrosse   booster club member\nadditional information\nadditional information fairport soccer club   team manager \nfairport high school girls soccer and girls lacrosse   boosterclub member\nskill', 'University': 's'}]","city state global, city state managed, city state led, city state negotiated, content marketing strategy, sales training marketing, web marketing strategy, global digital marketing, content marketing strategies, marketing content marketing"
./data\DIGITAL-MEDIA\29915354.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'of arts\n \n  \ndigital media production communications\n \n2010\n \nrhode island college\n \ncity\n \n  \nstate\n \n  \nusa\n \ncompleted graduate program for\nmedia studies  with a concentration in digital media production art  this included video theory  video production  as well as animation and video\nart classes â \nanimation   adobe after effects\n \n2010\n \nindependent study with mentor\n \ncity\n \n  \nstate\n \n  \nusa\n \nprivate mentorship in independent study of animation\nand adobe after effects with dennis hlinsky of the rhode island school of design \nadvanced video editing\n \n2009\n \napple   nyc\n \ncity\n \n  \nstate\n \n  \nusa\n \nweek long training course for apple s final cut pro 7 editing software that\ntaught concepts beyond basic editing  such as compositing  color correction  and video compression â \ncontinuing education\n \n  \nvideo production   technology\n \n2008\n \nrule boston camera\n \ncity\n \n  \nstate\n \n  \nusa\n \nregular attendant monthly at rule boston\ncamera learning labs  staying abreast of current video technology and media production best practices since 2008 \naccomplishments\nserved as sound recordist and dit for the video series   visions for the future   at harvard university law school  this profound series \nfeaturing professor roberto unger â was acquired by the new york times  for its permanent archive  a portion is viewable here \nâ https   www youtube com watch v bp7gioysutsâ  â â \nâ \nproduced a video presentation of the  sixth annual catwalk to campground dinner and fashion show fundraising event   a major fundraising\neventâ for the autism project  raising over  200 000  planned  shot  directed crew of 4 and on camera talent  with interviews of special guests \nincluding miss olivia culpo  miss rhode island usa  who would be crowned miss universe later that year  created message of  autism\nawareness  education within the entertainment  supervised and collaborated with post production team in editing  color correction  special effects \nmusic and dvd authorship and distribution  received multiple awards  including  best dvd for autism awareness 2012  \n \nâ \n â \n \nâ \ninitiated an after school video production program for middle school and high school students in scituate  rhode island  instructed students on\nvideo production techniques including camera  lighting  sound mixing and editing  supported students  objectives assisting them in developing their\nown stories and bringing them to the screen \nadditional skills\ndrawing   storyboarding\n \nexplaining complex topics in simple terms\nproblem solving   troubleshooting\ndirecting on camera talent\nsound design  recording  remixing   sweetening\nmusical scoring\nvideo format conversions and codecs\ncommunicating with others\nwriting  spelling  grammar  punctuation\npublic speaking\nvoice overs\navailable for international trave', 'University': 'l'}]","city state usa, digital media producer, digital media production, highest quality production, quality production standards, camera city state, rule boston camera, media production art, media production communications, media production interacted"
./data\DIGITAL-MEDIA\30504149.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \njournalism\n \nucm\n \nï¼  \ncity\n \n  \nstate\n \n  \nusa\nadditional information\nbs degree in related field and 10 15   years experienceb2c   b2b marketing focused in digital sector across multiple activities  e g  media  search  social media  e commerce \ncontent development  distribution  seo sem\nunderstanding of traditional media channels  tv  print  ooh \nunderstanding of media planning  e g   cpm  reach frequency  etc  \nability to manage mentor junior team members\nunderstanding of digital shopper marketing  crm data driven marketing â audience modeling targeting  research and analytic', 'University': 's'}]","vice president digital, senior vice president, chief digital officer, client digital strategies, city state built, president digital content, president digital company, digital content company, president digital strategy, digital strategy content"
./data\DIGITAL-MEDIA\30864828.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \ncommunications video production\n \n1997\n \nstate university of new york\n \ncity\n \n  \nstate\n \ncommunications video production\nassociate of arts and sciences\n \n1994\n \nonondaga community college\n \ncity\n \n  \nstate\nregents diploma\n \n1992\n \nthomas j  corcoran high school\n \ncity\n \n  \nstate\nskills\nbilling systems  creative problem solving  client  databases  documentation  financial management  goal setting  graphic design  inventory\nmanagement  inventory  managing  management training  microsoft excel  negotiating  networking  organizational  policies  process improvement \nproject development  quality  quality control  reporting  retail  safety  sales  spreadsheets  supervision  telecom  employee development  web\nhostin', 'University': 'g'}]","city state responsible, graphic design company, highest quality production, design company delivering, city state communications, digital production manager, client directed deadlines, meet client deadlines, communications video production, city state supervision"
./data\DIGITAL-MEDIA\30999638.pdf,DIGITAL-MEDIA,[],"city state customer, customer service customer, social media evaluator, service customer support, city state skills, state customer service, problem solving skills, multi line telephone, customer satisfaction customer, city state lead"
./data\DIGITAL-MEDIA\31162167.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 's of fine arts\n \n2019\n \ncommunication university of san francisco\n \ncity\n \n  \nstate\nhigh school diploma\n \n2013\n \namerican school of recife\n \ncity\n \n  \nbrazil\n2012\n \nimg academy\n \ncity\n \n  \nstate\n2009\n \nthe american school of leysin\n \ncity\n \n  \nswitzerland\nlanguages\nnative speaker of english and portuguese  fluent in spanish and conversational french  fluent in portuguese  english  spanish  and conversational\nfrench\nskills\nadobe  photoshop  ad  art  agency  basic  bloomberg  business processes  business solutions  concept  consulting  content  cooking  client clients  customer relations  e commerce  email  english  erp  conversational french  html  illustrator  indesign  logistics  mailing  managing \nmarketing  market  media relations  excel  ms office  powerpoint  word  enterprise  newsletters  optimization  camera  portuguese  positioning \npress releases  pr  prime minister  coding  promotion  public relations  speaker  recording  research  reuters  sales  san  scheduling  security\nclearance  social media platforms  fluent in spanish  spanish  strategic  teamwork  unique  video  website  web conten', 'University': 't'}]","social media platforms, city state digital, media platforms including, digital media intern, public relations intern, state media relations, city state media, state digital marketing, media relations excel, office word excel"
./data\DIGITAL-MEDIA\31909493.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'tool  seo  paid search  banners  emails \n06 2012\n \nto \n04 2014\ndigital account supervisor\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\nled and managed the wide network of land rover online businesses  integrated marketing campaigns  and various digital projects  made\nquick and precise decisions based on data that positively reflected the business outcome acted as a hybrid between account and digital\nproducer with solid understanding of technical environment to lead conversations with the developers  strong understanding of current and\nemerging web development technologies  front end and back end technologies  social media  apis and cms to communicate technical\nneeds throughout an organization responsible for client relationship building  owner of communications between all partners  global and\nregional  contributed in establishing the us online business as an international pilot market  liaison with the uk client team on various\nassignments related to brand  product and tech on daily basis participated in research and strategy exploratory  developed brand creative\nbriefs  project managed all digital related project from end to end  monitored the analytics and optimized the experience based on metric\nresults developed project scope for upcoming fiscal year that included new  existing and buzz worthy work supervised and trained the\naccount executives  ensured quality of work from all layers before it leaves the agency projects  range rover sport    race the sun \nintegrated digital campaign  rich mobile experience  vehicle configuration  interior 360 view  mobile game   immersive interactive film\nmobile apps  trail less traveled range rover app  land rover owner s app  in control car integration digital media  in market\ndynamic banners  media partnerships  rich desktop mobile banners websites development and maintenance  global desktop site\n responsive   tier 1 mobile sites  tier 2 regional dealer sites  responsive   micro sites  vehicle configurators  site tagging  site\nretargeting  inventory search tools  database management  lead form creations and lead optimizations  cms   sdl tridion \n02 2010\n \nto \n01 2012\nintegrated account supervisor\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\nkohl s  nasdaq  us  global   verizon  novartis   reclast responsibility  strategically led and managed multi million dollar campaigns from\nend to end  helped a major retail client successfully integrated the digital efforts with the traditional work stream presented constant digital\nsupport and expertise  actively contributed key market insights  trends and solutions maintained client contact and demonstrated a true\npartnership by offering strategic input throughout the process accountable for client budget  agency quality of work  managed creative\nprocess and executions developed and presented in depth reporting and comprehensive campaign analyses on a quarterly basis supervised\njunior account staff and conducted performance reviews to ensure they are on track to advance projects  social media  facebook  \nengagement apps  games  contest  sweepstakes campaign integration  tv  radio  print  micro sites  rich media banners  web videos \n12 2007\n \nto \n01 2010\ndigital account executive\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\nj j cpg   neutrogena  aveeno  j j rx   remicade  exxonmobil novartis otc   benefiber  prevacid  cibavision  us  global   \ndailies  medicis   restylane responsibilities  developed campaign strategies and recommendations using emerging technology and social\nmedia platforms to achieve various client marketing goals managed all account functions  creative process that ensured complete work\naccuracy presented ideas in client discussions  translated agency perspectives which added value in client s businesses acted as key\ncontact to clients  partner agencies  and vendors and fostered strong relationships with all parties developed project scope of work \ncreative brief  timelines and managed production budgets projects  digital experiences  mobile app  augmented reality  touchscreenedetail  interactive hcp visaid  social media  facebook   engagement ads  \nfan pages  apps  promotions  contests  videos other\ndigital projects  us and global specific websites  banners  tv ads  print    emails  crm \n10 2006\n \nto \n12 2007\nintegrated account executive\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\nworked as an integrated account lead between digital and crm  provided constant support to team and clients developed market insights\nand competitive analysis that lead to the great creative ideas and strategies participated in the initiation  presentation  and completion of all\nprojects managed the communications between the team and the clients  partnered agencies and vendors on daily basis developed project\nestimates and managed budgets and forecast with a high degree of accuracy projects  websites  branded   unbranded   banners  crm \nemails  direct mail  seo  print ads  \nposters  fsi  drtv \neducation\nseptember 2006\nbba\n \n  \nmarketing advertising\n \npace university\n \nï¼  \nstate\n \ngpa  \ngpa  3 54 4 0\n \nmarketing advertising gpa  3 54 4 0\nskills\nads  agency  banners  billing  budgets  budget  cms  competitive analysis  content management  conversion  crm  client  clients  database\nmanagement  database marketing  decision making  direct mail  email  film  google analytics  ux  inventory  marketing  market  marketing\ncommunication  network  next  optimization  performance reviews  posters  pr  producer  project leadership  proposal  quality  quick  radio \nreality  recruiting  relationship building  reporting  requirement  research  retail  rfp  social media platforms  strategy  strategic  strategy and\ndevelopment  sun  tv  view  website development  web development  websites  webmaster  year en', 'University': 'd'}]","digital client lead, account executive company, account supervisor company, social media facebook, social media platforms, user database marketing, developed project scope, city state managed, city state client, media facebook engagement"
./data\DIGITAL-MEDIA\31929166.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \ncommunication journalism\n \nmontreat college\n \nï¼  \ncity\n \n  \nstat', 'University': 'e'}]","city state managed, adobe creative suite, city state created, college newspaper company, city state multimedia, city state filmed, whetstone college newspaper, city state achieved, state multimedia production, communications social media"
./data\DIGITAL-MEDIA\33542483.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'magazine s online edition since overseeing the launch of the web based version in october 2016 \ni generate supplemental and interactive content through photos  videos and links \ndrive readership to the online magazine  increased web traffic 94  since launch of online edition  \ncollaborate with marketing to promote content through social media channels \nassign articles manage freelancer writers \nwrite features  q as and member profiles \nedit and proof both print and online articles and internal company documents \ncurate extra content from member submissions for print and online \ntrack progress through google analytics to ensure seo is effective \ncollaborate with it department on future release improvements \nproofreader editorial coordinator\n \n12 2014\n \nto \n01 2017\n \ncompany name\n \ncity\n \n  \nstate\ni coordinated the production schedule of the magazine for the first two years of my employment before being promoted \nmanaged incoming content and submissions from members \nwrote feature articles  q as and member profiles \nproofed  fact checked and edited stories \nmanaged a team of freelance writers and freelance editors \ncoordinated payment of authors \nscheduled and led department meetings \nmanaged the company s internal editorial review process \ncreated digital magazine content for the digital app \nanswered magazine related questions from members around the world \nevent manager freelance journalist\n \n06 2014\n \nto \n12 2015\n \ncompany name\n \ncity\n \n  \nstate\nas event manager  i assisted the director of sales with the facilities  events as well the marketing and communications  which i continued remotely\nas a freelance journalist \ncompleted website updates through wordpress â \ndesigned monthly ads for the local chamber newsletterâ \nwrote a monthly blog for the website â  â  â  â  â \nproduced information packet for clients â  â  â  â \nhandled marketing campaign for the annual bridal show\ndesigned  wrote copy and sent email campaigns through perfectweddingguide com â  â  â  â  â \nplanned  marketed and attended monthly open houses for prospective sales\ncommunications specialist\n \n07 2012\n \nto \n01 2014\n \ncompany name\n \ncity\n \n  \nstate\nwrote and edited national press releases  designed flyers and brochures \ndesigned and created content for sponsorship materials with professional sports teams \nmanaged internal employee communications through the company newsletter that i started \npromoted to project manager to track progress of projects \nhandled day to day communications inquiries \nfiltered all incoming marketing requests from employees \ncreated materials and content for the hr department and other internal committees \ndistributed internal and external company emails through outlook and exacttarget \nplanned and successfully executed the company meetings  picnic  holiday party  incentive trips  national sales meetings and moreâ \ncommunication assistant\n \n07 2010\n \nto \n07 2012\n \ncompany name\n \ncity\n \n  \nstate\nwriter and photographer  working on both internal and external publications  two print and one digital \nthe audience reached from employees to other cooperatives and businesses locally and nationwide \nwrote hard news  feature  breaking news  press releases  covering special events and two to three part series on industry topics \ni also represented the company by traveling all over southern indiana to its 18 member cooperatives \nnewspaperreporter\n \n06 2009\n \nto \n08 2009\n \ncompany name\n \ncity\n \n  \nstate\nselected by the hoosier state press association in 2009 for the eugene s  pulliam awardplaced with the shelbyville news where i worked for 10 weeks as a feature writer  photographer  copy editor and news reporter\nacquired over 40 published clips\neducation and training\nbachelor of arts\n \n  \njournalism\n \n12 2009\n \nindiana university\n \ncity\n \n  \nstate\nactivities and honors\nfirst place  award of excellence for best feature story  national rural electric cooperative association  nreca  spotlight on excellence  \n2012 first place  online electronic newsletter  cooperative communications association  cca  communications contest   2012 second\nplace  award of merit for best external newspaper magazine  national rural electric cooperative association  nreca  spotlight on\nexcellence   2012 eugene s  pulliam internship award  hoosier state press association  hspa   2009\nadditional skills\nap style  sitecore web management  google analytics  moz pro  social media sites such as facebook  twitter  linkedin  youtube and\ninstagram  skype for busines', 'University': 's'}]","state press association, digital content editor, hoosier state press, city state writer, city state wrote, electric cooperative association, cooperative association nreca, association nreca spotlight, city state selected, city state activities"
./data\DIGITAL-MEDIA\33893326.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'digital   social media marketing\n \nmay 2014\n \nunderway \ndigital coach institute\n \ndigital   social media marketing\ndiploma\n \n  \naccounting  commercial and coder\n \njune 2007\n \naccounting  commercial and coder\necdl european computer driving licence certificate\n \njune 2007\nistituto tecnico commerciale g  maggiolini   milan  italy  occupational skills covered  economics  mathematics  computer science\nqualifications december 2013 \nwaystage 3 certificate   english language \njune 2007\ndegree\n \n  \nadvertising and public relations\n \njuly 2011\n \nadvertising and public relations\ndigital  seo  sem   display advertising  web analytics  e commerce  mobile   social commerce  email marketing  facebook\nmarketing  inbound marketing   lead generation  online   offline strategies integration\nlanguages\nitalian languages  \nitalian  mother tongue  \nenglish  intermediate  \nspanish  moderate \ninterests\ngym  skiing  travel  dance\npersonal information\nskype  \nale deiulii date of birth  \n2 august 1988\nadditional information\nskype  \nale deiulii date of birth  \n2 august 1988\npersonal interests interests  gym  skiing  travel  dance\nskills\nacquisitions  advertising  advertising  copy  art  art direction  agency  bonds  branding  brochures  budget  c  driving license  com \ncompetitive analysis  concept  copywriting  corporate communications  client  clients  data mining  databases  database  documentation  drafting \ndriving  e commerce  economics  email  english  fashion  fast  financial  funds  government  graphic design  graphic  html  http  image  italian \nlogos  managing  marketing analysis  market research  marketing  marketing communication  materials  mathematics  media planning and buying \nmedia plans  merchandising  office applications  multimedia  optimization  packaging  performance analysis  presentations  pr  processes \nprogress  promotion  proposals  public relations  purchasing  radio  reception  recruitment  selling  securities  spanish  specification  speech \nstatistics  strategy  telemarketing  tv  video  website  web marketing  writte', 'University': 'n'}]","company website http, website http www, email marketing campaigns, social media marketing, key responsibilities planning, digital social media, digital marketing company, gym skiing travel, ale deiulii date, marketing marketing communication"
./data\DIGITAL-MEDIA\34319869.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n \n \ncommunication   media management\n \n2007\n \nstate university of new york at new paltz\n \n  \ncity\n \n  \nstate\n \n  \nusa\nrecipient of education opportunity program scholarship\nlanguagesfluent speaker  reader and writer in spanish\ntechnical skills\n  mac os os x systems\n  technical software  salesforce software   crm   jobscience   github  filezilla  text wrangler â sap business objects â adobe acrobat \ntableau  micro strategy  jira  zendesk\n  proficient in word  outlook  excel  powerpoint  access   sharepointâ', 'University': ''}]","city state global, city state usa, digital content audio, city state content, content audio video, digital service providers, audio video mobile, state global digital, center city state, paltz city state"
./data\DIGITAL-MEDIA\34583750.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \nmanagement marketing communications\n \npurdue university\n \nï¼  \ncity\n \n  \nstate\n \nmanagement marketing communications\nwork history\ncompany name\nskills\nadvertising  agency  contract management  crm  customer service  customer care  functional  hiring  leadership  marketing  media plans  media\nplan  meetings  sharepoint  online marketing  processes  radio  rfp  sales  strategy  phone  t', 'University': 'v'}]","member care department, paid media specialist, city state management, management marketing communications, city state collaborate, city state supported, city state constructed, city state provided, media plans media, plans media plan"
./data\DIGITAL-MEDIA\37739183.pdf,DIGITAL-MEDIA,[],"donor relations program, managed annual fund, annual fund capital, expenses managed annual, fundraising budget including, breast cancer walk, annual fund program, comprehensive donor relations, fund capital campaign, budget including participation"
./data\DIGITAL-MEDIA\39166680.pdf,DIGITAL-MEDIA,[],"digital analytics manager, analytics adobe experience, city state inventory, email marketing marketing, target email marketing, conversion rate optimization, state inventory manager, business analytics manager, cross functional teams, cloud google analytics"
./data\DIGITAL-MEDIA\40311088.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science  bs \n \n  \nmass communications marketing public relations\n \neast carolina university\n \nï¼  \ncity\n \n  \nstate\n \nmass communications\nmarketing public relations\n1997\nassociate of art and science  aas \n \n  \npre liberal arts computer science\n \npitt community college\n \nï¼  \ncity\n \n  \nstate\n \npre liberal arts computer\nscience\nprofessional affiliations\ncapio  california public information officers \ninterests\nmy interest and activities are grounded within the creation of audio and visual arts  such as photography  videography  and graphic arts \nadditional information\ninterests my interest and activities are grounded within the creation of audio and visual arts  such as photography  videography  and graphic\narts \nskills\nadministrative \nmanagement functions  website management  image control  governmental relations  public information  media production \nmarketing  publication design  event planning  cable television franchise coordinato', 'University': 'r'}]","public information officer, communications marketing public, marketing public relations, public information media, public information programs, relations public information, public information activities, information media production, mass communications marketing, city state mass"
./data\DIGITAL-MEDIA\40883703.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 's of business administration\n \n2015\n \nsaint mary s college of california\n \nï¼  \ncity\n \n  \nstate\nbachelor of science\n \n  \npublic relations\n \n2004\n \nsan jose state university\n \nï¼  \ncity\n \n  \nstate\n \npublic relations\nskills\nmarketing automation  strategic partnership  business development  analytics  managemen', 'University': 't'}]","city state developed, city state content, city state worked, city state public, city state discovered, city state manage, city state bachelor, city state improved, grew online subscriptions, senior marketing manager"
./data\DIGITAL-MEDIA\42156237.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 's of business administration\n2013\nmba\n \nuniversity of redlands\n2011\nbachelor of sciences\n \nuniversity of hamburg\n2007\ncollege   berufsschule city nord \nlanguages\nenglish  german  hindi  punjabi\nskills\nbudget  bi  content  clients  database  english  etl  german  google analytics  hindi  html  php  javascript  marketing  market  ms \naccess \nms access  ms excel  ms project  minitab  mysql  optimization  profit  progress  punjabi  python  reporting  sales  sql  tableau  tsql \nvisi', 'University': 'o'}]","digital marketing analyst, senior digital marketing, html php javascript, marketing analyst company, access accomplishment increase, web analyst company, php javascript marketing, marketing project management, sql html php, hindi html php"
./data\DIGITAL-MEDIA\50219114.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 's and 44 content contributors across the organization \ndefined strategy and key performance indicators for public facing and internal websites \ndirected strategic initiatives to achieve and enforce website standards and governance model \nidentified strategic digital goals and measured performance against targets \nbuilt financial model for new business unit  including the management of a  450k yearly budget \nserved on the city county web governance board  public information senior leadership team  and extended information services and\ntechnology senior leadership team \n \ncompany name\n \ncity\n \n  \nstate\n \nweb metrics analyst\n \n02 2008\n \nto \n10 2011\ndeveloped metrics used to determine inefficiencies and areas for improvement across 65 business units within the global small and medium\nbusiness division â \ntracked  analyzed and interpreted trends in website usage and engagement data \nconducted analysis of business unit website and social media traffic data  to make design and marketing recommendations based on\nfindings \ndrafted monthly lead and revenue reports and forecasts \nconducted root cause analysis and presented findings and recommendations to executives and other stakeholders \ncollaborated with cross functional teams to implement a migration from the surfaid analytics tool to the unica netinsight analytics\nplatform \ncompany name\n \ncity\n \n  \nstate\n \nwebsite administrator\n \n07 2006\n \nto \n02 2008\nupdated and managed existing website properties \ntranslated abstract requirements into concrete user workflows and interactive designs drove the alignment of business requirements  user centered design methodology and technology factors to create successful ux designs \nsolicited feedback and validation from business and technical team stakeholders \nconducted in person and online user trainings to assist employees and external committee members with managing community content \ndesigned and delivered mission critical change request tool using microsoft sharepoint to ensure the highest levels of availability and\nperformance \ncompany name\n \ncity\n \n  \nstate\n \ninternet marketing manager\n \n12 2005\n \nto \n07 2006\ndeveloped website content  meta descriptions and page titles in support of seo strategies \ndirected comprehensive ppc campaigns for external clients in order to increase brand awareness and boost rates of organic and paid click \nthrough \nplanned and managed ad spend budgets in excess of  200k \nanalyzed performance of all marketing programs to identify the best opportunities for optimization \ncompleted strategic competitive analysis by assessing strengths and weaknesses of competitors \ncreated usability reports outlining the pitfalls that contribute to decreased leads and conversions \ndesigned wireframes identifying recommendations for website improvement \nconducted root cause analysis on isolated issues and presented findings to clients and other stakeholders \neducation\nmaster of science\n \n \n \ntechnology management\n \n2010\n \nuniversity of maryland  university college\n \n  \ncity\n \n  \nstate\n \n  \nusa\ncoursework in e commerce\nbachelor of arts\n \n \n \ninformation systems and management\n \n2004\n \nwayne state university\n \n  \ncity\n \n  \nstate\n \n  \nusa\n \ncoursework in website management\nskills\nwebsite design   development â \n html5  css3  php  drupal  wordpress  invisionapp  adobe photoshop  adobe fireworks \nmicrosoft sharepoint\nonline marketing \n â google adwords  yahoo adcenter  facebook ads  twitter ads\nwebsite measurement   analysis â \n google analytics  google tag manager  mouseflow  unica netinsights  coremetric', 'University': 's'}]","senior leadership team, city state web, city state usa, digital strategy manager, city state website, city state digital, state digital strategy, state usa coursework, website including management, team design strategy"
./data\DIGITAL-MEDIA\56952849.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \ntechnical management\n \ndevry university\n \ngpa  \nmagna cum laude gpa  3 8\ngraduated magna cum laude gpa  3 8\nskills\nactive directory  apple  broadband  cisco router  cisco ios  client server  communication skills  hardware  network systems  curriculum\ndesign  clients  customer satisfaction  email  graphic design  graphics  help desk  hp  it support  lesson plans  linux  marketing collateral \nmedisoft  messaging  mcse  office  windows 7  windows  windows xp  modems  mysql  enterprise  network  networking  networks \npersonnel  cameras  pos  printer  printers  problem resolution  problem solving  sco  strategy  switches  technical support  user support and\ntraining  technical documentation  telephone  terminal server  troubleshooting  unix  upgrades  upgrade  websit', 'University': 'e'}]","resolved technical issues, issues printer issues, printer issues user, end user support, network performance issues, external networks including, networks including wireless, including wireless windows, technical issues provided, wireless windows environment"
./data\DIGITAL-MEDIA\58915642.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \neconomics management\n \nthe wharton school  university of pennsylvania\n \nï¼  \ncity\n \n  \nstate\n \neconomics 3 45 3 06\nmanagement\ncorporate finance  merger and acquisitions  consulting to growth companies  management  venture \ncapital finance  entrepreneurship \nwharton industry exploration program  san francisco   tech sector â  awards  new york times scholar  selected as one of eight students\n out of 800  for prestigious ny times full scholarship\nlanguages\nfluent in spanish\nskills\nacquisitions  big data  consulting  content  corporate finance  credit  databases  finance  financial  java  mentoring  excel  microsoft office\nsuite  network 2 0  next  page  pos  receiving  san  fluent in spanish  statistical analysis  strategy  venture capital  venture \ncapital\nadditional information\nleadership and extracurriculars penn summer abroad  scholar of environmental studies  in rotterdam   berlin \njune\n2015   june 2015 â  engaged in a lecture series about water management and the energiewende which fortified the immersion into the\nculture of \nenvironmental sustainability in rotterdam and berlin for two weeks â  culminated in a presentation on strategic plan to implement\nwater management and energiewende tactics to usa national dominican student conference  officer of logistics and finances \nsept \n2014   mar  2015 â  managed and balanced the conference s  26 000  budget  individually raised  3 800  for the conference from\nexternal \nsources and internal sources  like kipp through college  greenfield intercultural center  pennkipp â  coordinated and executed\nthree day conference for 390 university students throughout the us â  designed and organized a dominican linguistics workshop by\ninviting prestigious byu professor alba and dr  ferreira campus involvement grupo quisqueyano  dominican student\nassociation   officer of finances \ndec  2014 \n  dec  2016 â  administrated a budget of  800  and funding for the student organization\ndana how scholar program  active mentor \nsept  2013 \n  sept  2016 â  volunteer to mentor and educate west philadelphia high school\nstudents in order to get them ready for college big brother big sister  big brother \nsept  2015 \n  sept  2016 â  serve as a positive role\nmodel and friend for children in west philadelphia in an on going one to one relationship moneythink  active mentor \nsept  2015 \n  sept 2016 â  structured personal finance lesson plans to fit the need of philadelphia high school students in order to allow them \nto teach them\nabout being financially more independen', 'University': 't'}]","active mentor sept, high school students, philadelphia high school, big brother sept, dominican student conference, student conference officer, big brother big, national dominican student, quisqueyano dominican student, dominican student association"
./data\DIGITAL-MEDIA\59011090.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \ncommunications  advertising \n \nrhode island college\n \nï¼  \ncity\n \n  \nstate\n \n  \nunited states\nminor in marketing\ncommunication club member\nhonor society of the national communication association\ndean list\nlanguages\nbilingual â \n english   spanish \nskills\nexcellent use of word  excel and powerpoint\n \nimovie \n \nâ photoshop  ms publisher  and final cut pro\nadvance knowledge of social networks and social media tools  facebook  instagram  twitter  pinterest  youtube and snapchat  sendible \ncyfe  basecamp and more  â \nstrong writing skillsresearch abilities\nstrong organization and planning skills\nconfidentialit', 'University': 'y'}]","social media accounts, social media coordinator, social media vendor, clients social media, media coordinator company, social media fields, social media channels, social media tools, professional social media, park social media"
./data\DIGITAL-MEDIA\62700506.pdf,DIGITAL-MEDIA,[],"mobile mobile lead, mobile team lead, top image deposit, ceo mobile mobile, lead product team, tms client delivery, mobile deposit lead, leads client service, mobile app mobile, mobile team created"
./data\DIGITAL-MEDIA\70196518.pdf,DIGITAL-MEDIA,[],"social media accounts, media relations training, social media content, media content creator, city state mass, communication city state, city state key, city state primary, city state assisted, public relation member"
